(('en el caso de', 1.0), 86, (1456, 1237), None, 'hsl(0, 100%, 30%)')
(('centenario de la independencia', 0.1393459619892527), 4, (2116, 1491), 2, 'hsl(227, 100%, 30%)')
(('votar la moción del', 0.1389812276581735), 4, (2039, 1409), None, 'hsl(227, 100%, 30%)')
(('de empleados y obreros', 0.13490176013213848), 4, (2087, 1463), 2, 'hsl(228, 100%, 30%)')
(('del poder ejecutivo federal', 0.13454229532626849), 4, (2246, 1491), 2, 'hsl(228, 100%, 30%)')
(('de río de janeiro', 1.0), 38, (2047, 960), None, 'hsl(156, 100%, 30%)')
(('el ministerio de agricultura', 0.91619566339739367), 22, (2009, 992), None, 'hsl(163, 100%, 30%)')
(('en río de janeiro', 0.89006425105772435), 22, (2112, 1010), None, 'hsl(166, 100%, 30%)')
(('en la capital federal', 0.85726209710768042), 21, (1976, 1033), None, 'hsl(169, 100%, 30%)')
(('de derecho y ciencias', 0.73564646565232084), 19, (2085, 1001), None, 'hsl(180, 100%, 30%)')
(('a raíz de la', 0.72779014887700311), 19, (2130, 1151), 2, 'hsl(181, 100%, 30%)')
(('julio de mil novecientos', 0.69899824135169963), 14, (1955, 1048), None, 'hsl(184, 100%, 30%)')
(('de jubilaciones y pensiones', 0.68356996394534264), 13, (2028, 1009), None, 'hsl(185, 100%, 30%)')
(('agosto de mil novecientos', 0.65609880938903675), 11, (1992, 1120), None, 'hsl(188, 100%, 30%)')
(('abril de mil novecientos', 0.63677768866533113), 11, (2102, 1185), 2, 'hsl(190, 100%, 30%)')
(('el señor juez doctor', 0.61092027678241068), 11, (2149, 1039), None, 'hsl(192, 100%, 30%)')
(('en forma tal que', 0.52230270072351492), 10, (1930, 1082), None, 'hsl(200, 100%, 30%)')
(('el secretario general de', 0.52072848634589997), 10, (2078, 1195), 2, 'hsl(201, 100%, 30%)')
(('departamento nacional de higiene', 0.51428617382366537), 8, (2134, 1011), None, 'hsl(201, 100%, 30%)')
(('con más o menos', 0.48250461149574631), 8, (2105, 981), None, 'hsl(204, 100%, 30%)')
(('el ministerio de obras', 0.47262705670013316), 8, (2140, 1168), 2, 'hsl(205, 100%, 30%)')
(('de la gran colombia', 0.46343874602177831), 8, (2092, 1206), 2, 'hsl(206, 100%, 30%)')
(('la junta nacional de', 0.44074215255082738), 8, (2174, 1081), None, 'hsl(208, 100%, 30%)')
(('en colaboración con el', 0.43213064126575063), 8, (2068, 1219), 2, 'hsl(209, 100%, 30%)')
(('código de procedimiento penal', 0.42629279152127458), 8, (1940, 1062), None, 'hsl(209, 100%, 30%)')
(('de protección a la', 0.42384629914223876), 8, (2032, 1196), None, 'hsl(210, 100%, 30%)')
(('presidente provisional de la', 0.41950904448323373), 7, (1966, 1122), None, 'hsl(210, 100%, 30%)')
(('josé de costa rica', 0.41860118193320212), 7, (2077, 1226), 2, 'hsl(210, 100%, 30%)')
(('el señor procurador general', 0.39381957693619896), 7, (2000, 1024), None, 'hsl(212, 100%, 30%)')
(('constitución de la provincia', 0.39237164043133227), 6, (2161, 1067), None, 'hsl(213, 100%, 30%)')
(('acuerdo con las necesidades', 0.37565304436490399), 6, (2105, 1094), None, 'hsl(214, 100%, 30%)')
(('se dirigió a la', 0.37412885399249152), 6, (2079, 1234), 2, 'hsl(214, 100%, 30%)')
(('la caja de crédito', 0.3642557933325361), 6, (2043, 1146), None, 'hsl(215, 100%, 30%)')
(('en la dirección general', 0.35969319846884823), 6, (1917, 1084), None, 'hsl(216, 100%, 30%)')
(('homenaje a la memoria', 0.34530021287485929), 6, (2154, 1176), 2, 'hsl(217, 100%, 30%)')
(('por un total de', 0.32632471091857101), 6, (2038, 1062), 2, 'hsl(219, 100%, 30%)')
(('de la nación a', 0.32536903154603164), 6, (2189, 1103), None, 'hsl(219, 100%, 30%)')
(('llegado a la conclusión', 0.32117283367694599), 6, (2000, 1140), None, 'hsl(219, 100%, 30%)')
(('zorrilla de san martín', 0.31814284880864252), 6, (2001, 1214), None, 'hsl(220, 100%, 30%)')
(('la capital federal y', 0.3086396659694951), 5, (2046, 1211), None, 'hsl(220, 100%, 30%)')
(('la resolución suprema de', 0.30307495571600385), 5, (1966, 1063), None, 'hsl(221, 100%, 30%)')
(('se refiere a una', 0.29825788993652885), 5, (2047, 1010), 2, 'hsl(221, 100%, 30%)')
(('voto por la negativa', 0.29626537102873701), 5, (2049, 953), 2, 'hsl(222, 100%, 30%)')
(('república de el salvador', 0.29173640445736232), 4, (1992, 1012), None, 'hsl(222, 100%, 30%)')
(('bernal díaz del castillo', 0.28726122412122218), 4, (2038, 965), None, 'hsl(222, 100%, 30%)')
(('del departamento de agricultura', 0.28238549977736971), 4, (2141, 1037), None, 'hsl(223, 100%, 30%)')
(('exploración y explotación de', 0.28143042063228024), 4, (2167, 1054), None, 'hsl(223, 100%, 30%)')
(('la implantación de la', 0.27729835408776071), 4, (2043, 1118), 2, 'hsl(223, 100%, 30%)')
(('de historia de américa', 0.2766603527273071), 4, (2194, 1100), None, 'hsl(223, 100%, 30%)')
(('el departamento nacional de', 0.26670037349248632), 4, (2182, 1096), None, 'hsl(224, 100%, 30%)')
(('agente del ministerio público', 0.26601701155147722), 4, (1910, 1096), None, 'hsl(224, 100%, 30%)')
(('de la junta nacional', 0.25769277424639297), 4, (2056, 945), 2, 'hsl(225, 100%, 30%)')
(('es superior a la', 0.25504392929703734), 4, (2169, 1204), 2, 'hsl(226, 100%, 30%)')
(('el consejo directivo de', 0.2538962572361676), 4, (2040, 1067), 2, 'hsl(226, 100%, 30%)')
(('la sociedad argentina de', 0.25216573969172668), 4, (2079, 1136), None, 'hsl(226, 100%, 30%)')
(('el valle del río', 0.25035415924371696), 4, (2008, 1159), None, 'hsl(226, 100%, 30%)')
(('en homenaje a la', 0.24970468146584476), 4, (2090, 971), None, 'hsl(226, 100%, 30%)')
(('centenario de la muerte', 0.24820309085857603), 4, (2085, 1213), 2, 'hsl(226, 100%, 30%)')
(('la historia de cuba', 0.24755939382091385), 4, (2199, 1106), None, 'hsl(226, 100%, 30%)')
(('el recurso de inconstitucionalidad', 0.24582845511393761), 4, (1949, 1124), None, 'hsl(226, 100%, 30%)')
(('comisión de presupuesto y', 0.24447316933651178), 4, (2077, 960), None, 'hsl(227, 100%, 30%)')
(('margen un sello que', 0.24395176575342861), 4, (2052, 1250), 2, 'hsl(227, 100%, 30%)')
(('la república de el', 0.23703301568598423), 4, (2194, 1148), 2, 'hsl(227, 100%, 30%)')
(('a la espera de', 0.23397618255695582), 4, (2076, 1072), None, 'hsl(228, 100%, 30%)')
(('parecida a la de', 0.23363850363652933), 4, (2100, 1062), None, 'hsl(228, 100%, 30%)')
(('de de de de', 0.22969393180136918), 4, (1903, 1101), None, 'hsl(228, 100%, 30%)')
(('de la ley n', 1.0), 57, (1823, 796), None, 'hsl(110, 100%, 30%)')
(('de la economía nacional', 0.89956514586107639), 25, (1882, 807), None, 'hsl(124, 100%, 30%)')
(('del consejo nacional de', 0.79760412126760361), 22, (1901, 817), None, 'hsl(138, 100%, 30%)')
(('la universidad nacional de', 0.7816274865412457), 21, (1799, 780), None, 'hsl(141, 100%, 30%)')
(('de la capital federal', 0.7347036643832604), 19, (1940, 852), None, 'hsl(147, 100%, 30%)')
(('consejo nacional de educación', 0.68190197404679298), 14, (1779, 829), None, 'hsl(154, 100%, 30%)')
(('relaciones exteriores y culto', 0.480626373114029), 12, (1960, 846), None, 'hsl(182, 100%, 30%)')
(('dirección general de estadística', 0.45187785812326275), 11, (1923, 847), None, 'hsl(187, 100%, 30%)')
(('al río de la', 0.40100879927177813), 10, (1828, 926), 2, 'hsl(194, 100%, 30%)')
(('se llega a la', 0.38611544253720198), 10, (1977, 910), 2, 'hsl(196, 100%, 30%)')
(('nacional de bellas artes', 0.35590165620083714), 10, (1758, 890), None, 'hsl(200, 100%, 30%)')
(('la técnica de la', 0.32913817363490794), 10, (1981, 929), 2, 'hsl(204, 100%, 30%)')
(('llevar a la práctica', 0.32625913482226709), 10, (1867, 824), None, 'hsl(204, 100%, 30%)')
(('días siguientes a la', 0.3212525394306282), 10, (1819, 962), None, 'hsl(205, 100%, 30%)')
(('en tal forma que', 0.29779052707381493), 10, (1866, 1016), None, 'hsl(208, 100%, 30%)')
(('de más o menos', 0.26544145234237471), 9, (1766, 931), None, 'hsl(212, 100%, 30%)')
(('y a la que', 0.25402790327280578), 9, (1977, 951), None, 'hsl(214, 100%, 30%)')
(('más o menos de', 0.25400811834167791), 9, (1738, 940), None, 'hsl(214, 100%, 30%)')
(('del museo de la', 0.24305955249805028), 9, (1746, 943), None, 'hsl(216, 100%, 30%)')
(('se refiere a su', 0.24046161971447033), 9, (1988, 942), None, 'hsl(216, 100%, 30%)')
(('central de la república', 0.23727141654904932), 7, (1768, 855), None, 'hsl(216, 100%, 30%)')
(('que atañe a la', 0.23080805688552858), 7, (1972, 879), 2, 'hsl(217, 100%, 30%)')
(('la iniciación de la', 0.22725376665058519), 7, (1972, 920), 2, 'hsl(218, 100%, 30%)')
(('universidad nacional de la', 0.22345615169289887), 6, (1932, 905), None, 'hsl(218, 100%, 30%)')
(('de educación de la', 0.21866447602343717), 6, (1791, 895), None, 'hsl(219, 100%, 30%)')
(('debido a la falta', 0.21021970255495853), 6, (1790, 961), None, 'hsl(220, 100%, 30%)')
(('nacional de la plata', 0.20941556897177344), 6, (1821, 761), None, 'hsl(220, 100%, 30%)')
(('el salón de actos', 0.20135938248925098), 6, (1875, 1032), None, 'hsl(221, 100%, 30%)')
(('ministerio de agricultura de', 0.20004082677770027), 5, (1790, 800), None, 'hsl(222, 100%, 30%)')
(('in the united states', 0.19471550248112779), 5, (1880, 850), None, 'hsl(222, 100%, 30%)')
(('prescripción de la acción', 0.19052100874062669), 5, (1832, 789), 2, 'hsl(223, 100%, 30%)')
(('en dirección a la', 0.18143028359856733), 5, (1997, 939), 2, 'hsl(224, 100%, 30%)')
(('lo relacionado con la', 0.18136045280961463), 5, (1987, 901), 2, 'hsl(224, 100%, 30%)')
(('la facultad de agronomía', 0.18021169994635625), 5, (1921, 1012), None, 'hsl(224, 100%, 30%)')
(('al ministerio de agricultura', 0.17715962033795676), 5, (1815, 936), 2, 'hsl(225, 100%, 30%)')
(('de llevar a la', 0.17634846877068566), 5, (1824, 845), None, 'hsl(225, 100%, 30%)')
(('que demande el cumplimiento', 0.17435911163622286), 5, (1815, 950), 2, 'hsl(225, 100%, 30%)')
(('por la comisión nacional', 0.17334113673488669), 5, (1969, 889), 2, 'hsl(225, 100%, 30%)')
(('de la argentina y', 0.17327917599909612), 5, (1880, 900), None, 'hsl(225, 100%, 30%)')
(('que llegó a ser', 0.16874215643832927), 5, (1933, 825), None, 'hsl(226, 100%, 30%)')
(('la universidad de harvard', 0.16835090166836708), 4, (1933, 1009), None, 'hsl(226, 100%, 30%)')
(('las postrimerías del siglo', 0.16785927142166115), 4, (1881, 980), None, 'hsl(226, 100%, 30%)')
(('sociales de la universidad', 0.16664046788852996), 4, (1817, 829), None, 'hsl(226, 100%, 30%)')
(('universidad nacional de córdoba', 0.1629867055233461), 4, (1976, 895), 2, 'hsl(227, 100%, 30%)')
(('al virrey del perú', 0.16130120915605126), 4, (1831, 778), 2, 'hsl(227, 100%, 30%)')
(('de la pequeña propiedad', 0.16032064823706652), 4, (1821, 875), 2, 'hsl(227, 100%, 30%)')
(('algo así como el', 0.15851316851362895), 4, (1956, 950), None, 'hsl(227, 100%, 30%)')
(('a la de las', 0.15836775899735156), 4, (2001, 970), 2, 'hsl(227, 100%, 30%)')
(('más alta y distinguida', 0.15619138465335575), 4, (2006, 945), 2, 'hsl(228, 100%, 30%)')
(('como ocurre en el', 0.15136676056216589), 4, (1731, 951), None, 'hsl(228, 100%, 30%)')
(('de la razón pura', 0.15133609584355123), 4, (2008, 957), 2, 'hsl(228, 100%, 30%)')
(('un extremo a otro', 0.15077981877660984), 4, (1871, 798), 2, 'hsl(228, 100%, 30%)')
(('facultad de ciencias exactas', 0.14940528083795612), 4, (1927, 1015), None, 'hsl(229, 100%, 30%)')
(('los postulados de la', 0.14932909174489242), 4, (1975, 871), 2, 'hsl(229, 100%, 30%)')
(('de la energía eléctrica', 0.14701185380851409), 4, (1750, 903), None, 'hsl(229, 100%, 30%)')
(('de la escuela n', 0.14667808807802096), 4, (1969, 938), None, 'hsl(229, 100%, 30%)')
(('crítica de la razón', 0.14640727669641188), 4, (1833, 888), 2, 'hsl(229, 100%, 30%)')
(('el gasto que demande', 0.14599413077835585), 4, (1970, 985), None, 'hsl(229, 100%, 30%)')
(('el correr del tiempo', 0.14458092003166145), 4, (1880, 1040), None, 'hsl(229, 100%, 30%)')
(('régimen de la ley', 0.14361445677759838), 4, (1742, 1009), 2, 'hsl(229, 100%, 30%)')
(('estados unidos de norteamérica', 1.0), 17, (1650, 711), None, 'hsl(164, 100%, 30%)')
(('de agricultura y ganadería', 0.8831683207296066), 15, (1676, 800), None, 'hsl(174, 100%, 30%)')
(('ministerio de agricultura y', 0.7916106576152373), 14, (1534, 779), None, 'hsl(182, 100%, 30%)')
(('del año mil novecientos', 0.65770385119261787), 13, (1629, 793), None, 'hsl(193, 100%, 30%)')
(('secretaría de estado de', 0.65225481363309068), 13, (1512, 712), 2, 'hsl(194, 100%, 30%)')
(('de la delegación de', 0.64756856842166965), 13, (1732, 746), None, 'hsl(194, 100%, 30%)')
(('llega a la conclusión', 0.58648906759830521), 12, (1534, 733), 2, 'hsl(199, 100%, 30%)')
(('de la propiedad industrial', 0.51836858245146755), 11, (1582, 801), None, 'hsl(205, 100%, 30%)')
(('que a veces se', 0.51545860948459543), 11, (1543, 753), 2, 'hsl(205, 100%, 30%)')
(('en la república dominicana', 0.49872392570316737), 11, (1511, 763), 2, 'hsl(207, 100%, 30%)')
(('el contrato de trabajo', 0.48822276548889565), 11, (1708, 787), None, 'hsl(208, 100%, 30%)')
(('universidad de san marcos', 0.47496692746523489), 10, (1663, 823), None, 'hsl(209, 100%, 30%)')
(('mayor de san marcos', 0.46667922404880308), 10, (1508, 778), None, 'hsl(210, 100%, 30%)')
(('revista de la universidad', 0.45050780052035388), 10, (1595, 848), None, 'hsl(211, 100%, 30%)')
(('no sólo a los', 0.44951202976708982), 10, (1551, 699), 2, 'hsl(211, 100%, 30%)')
(('algo así como un', 0.43244538569783197), 10, (1668, 730), 2, 'hsl(212, 100%, 30%)')
(('llegar a la conclusión', 0.40119084667789129), 10, (1549, 778), 2, 'hsl(215, 100%, 30%)')
(('su país de origen', 0.38168600180258799), 10, (1567, 874), None, 'hsl(217, 100%, 30%)')
(('casa de la contratación', 0.36601702504408284), 9, (1611, 833), None, 'hsl(218, 100%, 30%)')
(('universidad de san carlos', 0.3348087717184895), 9, (1692, 883), None, 'hsl(221, 100%, 30%)')
(('más que a la', 0.33066939662398048), 9, (1667, 760), 2, 'hsl(221, 100%, 30%)')
(('la finalidad de la', 0.3304763699245799), 9, (1748, 794), None, 'hsl(221, 100%, 30%)')
(('la provincia de venezuela', 0.3277557951364331), 9, (1548, 812), None, 'hsl(221, 100%, 30%)')
(('común a todos los', 0.32723096836818799), 9, (1515, 817), None, 'hsl(221, 100%, 30%)')
(('en el ambiente de', 0.29515410227089417), 9, (1554, 786), 2, 'hsl(224, 100%, 30%)')
(('la provincia de caracas', 0.28961547454785264), 9, (1755, 754), None, 'hsl(225, 100%, 30%)')
(('revista de la facultad', 0.28476090003651194), 9, (1717, 787), None, 'hsl(225, 100%, 30%)')
(('en ocasión de la', 0.28181584867271509), 9, (1764, 744), None, 'hsl(225, 100%, 30%)')
(('de la técnica de', 0.27818823661089964), 9, (1666, 771), 2, 'hsl(226, 100%, 30%)')
(('de historia del derecho', 0.2759153601879486), 9, (1555, 855), None, 'hsl(226, 100%, 30%)')
(('para llegar a una', 0.26739120129839217), 9, (1564, 797), None, 'hsl(227, 100%, 30%)')
(('los ojos a la', 0.26660416727850861), 9, (1684, 745), 2, 'hsl(227, 100%, 30%)')
(('la resistencia a la', 0.26494574834114354), 8, (1703, 909), None, 'hsl(227, 100%, 30%)')
(('en contacto directo con', 0.26465603075764721), 8, (1526, 742), 2, 'hsl(227, 100%, 30%)')
(('la vuelta a la', 0.26440220740615117), 8, (1507, 896), None, 'hsl(227, 100%, 30%)')
(('de mili e quinientos', 0.26163807722897398), 7, (1523, 886), None, 'hsl(227, 100%, 30%)')
(('de menéndez y pelayo', 0.25684242721339196), 7, (1695, 787), None, 'hsl(228, 100%, 30%)')
(('la universidad de méxico', 0.24736113309126692), 7, (1557, 722), 2, 'hsl(228, 100%, 30%)')
(('gonzalo fernández de oviedo', 0.24695079441248186), 6, (1619, 814), None, 'hsl(228, 100%, 30%)')
(('por una u otra', 0.24415531591325274), 6, (1504, 722), 2, 'hsl(229, 100%, 30%)')
(('el panorama de la', 0.23938322571416315), 6, (1509, 693), 2, 'hsl(229, 100%, 30%)')
(('vida y la obra', 0.2353639378792842), 6, (1608, 937), 2, 'hsl(229, 100%, 30%)')
(('la preparación de un', 0.23399046374928331), 6, (1773, 746), None, 'hsl(229, 100%, 30%)')
(('de la restauración y', 0.23343002309498123), 5, (1523, 772), None, 'hsl(230, 100%, 30%)')
(('en la preparación del', 0.23212556807636678), 5, (1603, 958), 2, 'hsl(230, 100%, 30%)')
(('viene a ser el', 0.23209551045722332), 5, (1640, 816), None, 'hsl(230, 100%, 30%)')
(('la universidad de columbia', 0.23100556876615932), 5, (1725, 810), None, 'hsl(230, 100%, 30%)')
(('la biblioteca del congreso', 0.22457712647241021), 5, (1640, 856), None, 'hsl(230, 100%, 30%)')
(('algo así como la', 0.22251684565772603), 5, (1669, 721), 2, 'hsl(230, 100%, 30%)')
(('a los hombres y', 0.22208938219173099), 5, (1679, 779), 2, 'hsl(230, 100%, 30%)')
(('capitán general de las', 0.2189691294735612), 5, (1719, 889), None, 'hsl(231, 100%, 30%)')
(('en el archivo histórico', 0.21704064217099306), 5, (1744, 741), None, 'hsl(231, 100%, 30%)')
(('así como también en', 0.21555045618328456), 5, (1666, 738), 2, 'hsl(231, 100%, 30%)')
(('por la delegación de', 0.21504912800192896), 5, (1602, 944), 2, 'hsl(231, 100%, 30%)')
(('mili e quinientos e', 0.21166330301469083), 5, (1573, 808), None, 'hsl(231, 100%, 30%)')
(('ministro de agricultura y', 0.20871629733135708), 5, (1604, 856), None, 'hsl(232, 100%, 30%)')
(('la organización y funcionamiento', 0.20738208875538405), 5, (1670, 874), None, 'hsl(232, 100%, 30%)')
(('la ciudad de león', 0.20575875738536056), 5, (1780, 765), None, 'hsl(232, 100%, 30%)')
(('a la que el', 0.20291487962673227), 5, (1730, 865), 2, 'hsl(232, 100%, 30%)')
(('se deben a la', 0.2023798184725123), 5, (1557, 793), None, 'hsl(232, 100%, 30%)')
(('gran parte a la', 0.19668860320344242), 5, (1506, 751), 2, 'hsl(233, 100%, 30%)')
(('motivo de la celebración', 0.19539774039174213), 5, (1618, 967), 2, 'hsl(233, 100%, 30%)')
(('de la américa hispana', 0.19524398366732773), 4, (1525, 818), None, 'hsl(233, 100%, 30%)')
(('través de toda la', 0.19245945887808882), 4, (1717, 881), 2, 'hsl(233, 100%, 30%)')
(('en la alimentación de', 0.19137572892839766), 4, (1631, 971), 2, 'hsl(233, 100%, 30%)')
(('en el orden internacional', 0.19050155456970974), 4, (1597, 797), None, 'hsl(233, 100%, 30%)')
(('había llegado a la', 0.19038326557853541), 4, (1664, 782), None, 'hsl(233, 100%, 30%)')
(('el tipo de interés', 0.18982927467278088), 4, (1666, 754), 2, 'hsl(233, 100%, 30%)')
(('sobre la producción de', 0.18971398276956306), 4, (1567, 772), 2, 'hsl(233, 100%, 30%)')
(('la convención de la', 0.18912548877970498), 4, (1748, 740), None, 'hsl(233, 100%, 30%)')
(('ejercicio de la atribución', 0.18686713111642531), 4, (1604, 950), 2, 'hsl(234, 100%, 30%)')
(('la delegación de la', 0.18451315937207297), 4, (1711, 940), None, 'hsl(234, 100%, 30%)')
(('con la organización de', 0.18424423810728024), 4, (1505, 700), 2, 'hsl(234, 100%, 30%)')
(('que siguió a la', 0.1841042161794659), 4, (1577, 938), None, 'hsl(234, 100%, 30%)')
(('se incorporó a la', 0.18128264506381314), 4, (1618, 747), 2, 'hsl(234, 100%, 30%)')
(('es inferior a la', 0.18110530819083356), 4, (1702, 867), None, 'hsl(234, 100%, 30%)')
(('que el promedio de', 0.18109447534767836), 4, (1614, 706), 2, 'hsl(234, 100%, 30%)')
(('aniversario de la fundación', 0.17908644167465498), 4, (1688, 838), None, 'hsl(234, 100%, 30%)')
(('a la historia del', 0.17823873913696747), 4, (1517, 786), None, 'hsl(234, 100%, 30%)')
(('nacional de la historia', 1.0), 26, (1296, 717), None, 'hsl(167, 100%, 30%)')
(('academia nacional de la', 0.99982232621188194), 24, (1320, 712), None, 'hsl(167, 100%, 30%)')
(('desarrollo económico y social', 0.97366102988296588), 19, (1343, 706), None, 'hsl(169, 100%, 30%)')
(('las actividades de la', 0.89298159004545641), 18, (1267, 763), None, 'hsl(176, 100%, 30%)')
(('costo de la vida', 0.81667517212727603), 17, (1431, 821), None, 'hsl(182, 100%, 30%)')
